Localidad,Latitud,Longitud,Tipo_place,population,osm_type,osm_id,name_normalized
Alto Los Verdes,-20.4319091,-70.1520288,hamlet,216.0,node,5757811158,alto los verdes
Alto Mackenna,-41.468892,-72.9791904,neighbourhood,,node,12030201168,alto mackenna
Alto Macul,-33.5131234,-70.5341278,neighbourhood,,node,2023311916,alto macul
Alto Madihue,-38.4181577,-73.0473554,hamlet,11.0,node,12224078240,alto madihue
Alto Meco Oriente,-38.4627735,-72.2073948,hamlet,64.0,node,6112181462,alto meco oriente
Alto Meco Poniente,-38.470359,-72.2441947,hamlet,19.0,node,6112181459,alto meco poniente
Alto Molle,-20.3097566,-70.1008844,hamlet,30.0,node,6200023288,alto molle
Alto Naciente,-35.9232844,-71.4050168,neighbourhood,,node,10599727319,alto naciente
Alto Nerquihue,-34.6302114,-71.5519962,hamlet,37.0,node,214214936,alto nerquihue
Alto Pangue,-35.3498158,-71.5764547,village,724.0,node,3016886359,alto pangue
Alto Pargua,-35.7206638,-71.8953896,hamlet,102.0,node,9141006930,alto pargua
Alto Patagua,-34.5052686,-70.9768084,hamlet,49.0,node,3498125315,alto patagua
Alto Peñuelas,-29.9575862,-71.2690429,neighbourhood,,node,11006273967,alto penuelas
Alto Perales,-36.4339549,-72.8718263,hamlet,136.0,node,5142167162,alto perales
Alto Pichi,-38.3366492,-73.002187,hamlet,29.0,node,5933345974,alto pichi
Alto Playa Blanca,-20.3463224,-70.1548021,hamlet,19.0,node,2990615216,alto playa blanca
Alto Primer Agua,-38.4184393,-73.4771097,hamlet,39.0,node,5923603054,alto primer agua
Alto Pullay,-36.0463361,-72.7733615,hamlet,38.0,node,5574023361,alto pullay
Alto Pumalal,-38.6610333,-72.4940385,hamlet,17.0,node,6084015738,alto pumalal
Alto Quilamapu,-36.5863784,-72.0861903,neighbourhood,,way,1000620482,alto quilamapu
Alto Quilantahué,-38.4479067,-73.475613,hamlet,118.0,node,5923603053,alto quilantahue
Alto Quino,-38.2974045,-72.1454378,hamlet,38.0,node,5438732416,alto quino
Alto Ramírez,-34.4818428,-71.9048954,hamlet,55.0,node,214230578,alto ramirez
Alto Rancagua,-34.1731223,-70.7011511,neighbourhood,,node,1636135439,alto rancagua
Alto Rari,-36.5277862,-72.9616749,hamlet,242.0,node,6243708678,alto rari
Alto Requínoa,-34.2739479,-70.7983124,hamlet,,node,10269697082,alto requinoa
Alto Rucué,-37.3880608,-71.6852117,hamlet,16.0,node,5047104409,alto rucue
Alto Sacramento,-33.7495261,-70.7354349,neighbourhood,,node,12638934865,alto sacramento
Alto San Martín,-34.3905522,-70.8563605,neighbourhood,,node,12480844522,alto san martin
Alto Tumán,-34.0775278,-71.8673937,hamlet,62.0,node,214211726,alto tuman
Alto Valle,-45.5885231,-72.0775571,neighbourhood,,node,11818460547,alto valle
Alto Villa García,-38.8974459,-71.93308,hamlet,10.0,node,7293787854,alto villa garcia
Alto Volcanes,-41.4585216,-72.9037109,neighbourhood,,node,7606493375,alto volcanes
Alto Yupehue,-38.5336143,-73.4159554,hamlet,72.0,node,5923603040,alto yupehue
Alto Yupehue Sur,-38.5554652,-73.4307719,hamlet,42.0,node,5923603039,alto yupehue sur
Altos Club Hípico,-23.5805616,-70.3843349,neighbourhood,,node,8058382747,altos club hipico
Altos de Alerce,-41.4080653,-72.9033396,neighbourhood,,node,7606440955,altos de alerce
Altos de Caracoles,-41.8805792,-73.8068555,neighbourhood,,node,1696869299,altos de caracoles
Altos de Chacarillas,-35.3433553,-72.4241372,neighbourhood,,node,4664865318,altos de chacarillas
Altos de Chiloé,-42.4658311,-73.7793456,neighbourhood,,node,3285740441,altos de chiloe
Altos de Coronel,-37.025057,-73.1374976,neighbourhood,,node,6718714140,altos de coronel
Altos de Dalcahue,-42.3742701,-73.6529351,neighbourhood,,node,3621167885,altos de dalcahue
Altos de Gamboa,-42.4850823,-73.7819302,neighbourhood,,node,1777116952,altos de gamboa
Altos de Huallilemu,-33.414553,-71.6380906,hamlet,13.0,node,6268570067,altos de huallilemu
Altos de Hualpén 1,-36.7921631,-73.1150358,neighbourhood,,node,12111876947,altos de hualpen 1
Altos de Hualpén 3,-36.7915978,-73.1165862,neighbourhood,,node,12111876946,altos de hualpen 3
Altos de La Herradura,-29.9926824,-71.3484161,neighbourhood,,node,10671697473,altos de la herradura
Altos de la Parra,-36.66088,-72.9520083,hamlet,127.0,node,5935805943,altos de la parra
Altos de La Reserva,-33.3203034,-70.6938838,hamlet,113.0,node,1975951283,altos de la reserva
Altos de Labranza,-38.7612951,-72.7755672,neighbourhood,,node,8595583073,altos de labranza
Altos de Lauca,-41.4111743,-72.794822,hamlet,,node,10117070419,altos de lauca
Altos de Lorena,-33.0650423,-71.4386806,neighbourhood,,node,4382778440,altos de lorena
Altos de Mahuiza I,-39.8484847,-73.2455164,neighbourhood,,node,5885243259,altos de mahuiza i
Altos de Mahuiza II,-39.852105,-73.2435988,neighbourhood,,node,4953917534,altos de mahuiza ii
Altos de Manquehue,-33.0734283,-71.4282479,neighbourhood,,node,3256621169,altos de manquehue
Altos de Mavidahue,-36.7475725,-73.0056964,neighbourhood,,node,5762968567,altos de mavidahue
Altos de Miramar,-36.6068639,-72.9695928,neighbourhood,,node,8317804318,altos de miramar
Altos de Mónaco,-37.8340529,-72.6830007,hamlet,,node,9686461389,altos de monaco
Altos de Ninhue,-36.3735311,-72.4347026,locality,,node,3452850564,altos de ninhue
Altos de Olmué,-33.0255929,-71.1353555,hamlet,49.0,node,2935007002,altos de olmue
Altos de Palguín,-39.6413939,-72.3523512,hamlet,48.0,node,6078278029,altos de palguin
Altos de Palomares,-36.8196184,-72.9858742,neighbourhood,,node,8332365801,altos de palomares
Altos De Panqui,-39.2637592,-71.5016413,locality,,node,8032657585,altos de panqui
Altos de Pechén,-30.9490341,-71.3265681,hamlet,23.0,node,6131966170,altos de pechen
Altos de Pemehue,-37.6864112,-72.0133749,neighbourhood,,node,9453983552,altos de pemehue
Altos de Playa Blanca,-20.3638345,-70.1666603,hamlet,,node,7861330282,altos de playa blanca
Altos de Quilicura,-33.3600426,-70.7118564,neighbourhood,,node,8007898729,altos de quilicura
Altos de Quirihue,-36.2781871,-72.5515276,neighbourhood,,node,7296198290,altos de quirihue
Altos de Río Seco,-20.9982241,-70.1615131,hamlet,14.0,node,5757811154,altos de rio seco
Altos de San Andrés,-38.8176445,-72.6277694,hamlet,62.0,node,5924874872,altos de san andres
Altos de Serrano,-32.8702713,-71.2449626,neighbourhood,,node,6507200994,altos de serrano
Altos de Siena,-27.3884442,-70.2953714,neighbourhood,,node,7344207751,altos de siena
Altos de Teatinos,-29.7929954,-71.2918802,hamlet,,node,9977401609,altos de teatinos
Altos de Tenglo I,-41.4824172,-72.9824524,neighbourhood,,node,8313498476,altos de tenglo i
Altos de Tenglo II,-41.4822778,-72.9849154,neighbourhood,,node,8313498475,altos de tenglo ii
Altos de Tenglo III,-41.4821998,-72.9870956,neighbourhood,,node,8313498474,altos de tenglo iii
Altos de Tenglo IV,-41.4824552,-72.9893627,neighbourhood,,node,8313498473,altos de tenglo iv
Altos de Tuqui,-30.5711239,-71.1831376,neighbourhood,,node,6069402054,altos de tuqui
Altos de Villarrica,-39.2984062,-72.2341847,neighbourhood,,node,7550972046,altos de villarrica
Altos del Boldo,-34.9722178,-71.2195008,neighbourhood,,node,5648032151,altos del boldo
Altos del Bosque,-53.127048,-70.8951625,neighbourhood,,node,7869097550,altos del bosque
Altos del Canelo,-33.3780071,-71.6769397,neighbourhood,,node,12323920446,altos del canelo
Altos del Country,-35.4212619,-71.6155722,neighbourhood,,node,10054642465,altos del country
Altos del Cruces,-39.8243718,-73.2757773,neighbourhood,,node,5885274447,altos del cruces
Altos del Donguil,-39.0953343,-72.6695073,neighbourhood,,node,8357324235,altos del donguil
Altos del Lago,-41.2543981,-73.0204015,neighbourhood,,node,2906410839,altos del lago
Altos del Llano,-29.8622079,-71.1101453,hamlet,,node,5511947592,altos del llano
Altos del Llanquihue,-41.3106129,-72.9886006,neighbourhood,,node,1562709156,altos del llanquihue
Altos del Maipo,-38.7548666,-72.6560603,neighbourhood,,way,404644372,altos del maipo
Altos del Maitén,-33.6784018,-71.1756687,neighbourhood,,node,6150418353,altos del maiten
Altos del Mirador,-38.5240324,-72.448693,hamlet,26.0,node,6084015763,altos del mirador
Altos del Monte,-33.6733275,-70.9868556,neighbourhood,,node,8605102722,altos del monte
Altos del Ranco,-40.1266781,-72.3674369,hamlet,16.0,node,5915240318,altos del ranco
Altos del Rosario,-33.5762929,-70.9244164,hamlet,51.0,node,5992420504,altos del rosario
Altos del Sol,-33.6705522,-70.9444969,neighbourhood,,node,5735087491,altos del sol
Altos del Sur,-36.4374551,-71.9695162,neighbourhood,,way,888683801,altos del sur
Altos del Tepual,-41.4670361,-72.9874993,neighbourhood,,node,3696125792,altos del tepual
Altos del Valle,-28.5805412,-70.7675743,neighbourhood,,node,7383379526,altos del valle
Altos La Gloria,-30.6361904,-71.3817895,hamlet,33.0,node,5947889071,altos la gloria
Altos La Gloria Oriente,-30.6400732,-71.3706797,hamlet,21.0,node,5947889070,altos la gloria oriente
Altos La Herradura,-29.9943403,-71.3761675,hamlet,80.0,node,5872474503,altos la herradura
Altovalsol,-29.9406138,-71.1205101,village,1292.0,node,214201266,altovalsol
Altuza Alto,-19.2642679,-69.3792908,locality,,node,3118713178,altuza alto
Alucema,-40.2981522,-72.5926352,hamlet,235.0,node,10877180039,alucema
Alupenhue,-35.2293883,-71.0919309,hamlet,242.0,node,2524432574,alupenhue
Alvarado,-33.4682511,-71.070342,village,557.0,node,5735506066,alvarado
Alyan Family Wines,-33.6938294,-70.5334753,hamlet,43.0,node,7195623287,alyan family wines
Amador Gutiérrez,-38.7384336,-72.9580861,neighbourhood,,node,8810150000,amador gutierrez
Amalia,-37.6099139,-73.668716,hamlet,25.0,node,6395459393,amalia
Amancayes,-41.2631645,-73.3927918,hamlet,40.0,node,6006281075,amancayes
Amanecer,-39.2969574,-72.2178984,neighbourhood,,node,8980969120,amanecer
Amanecer Campesino,-33.6627195,-70.6640411,neighbourhood,,node,5698683530,amanecer campesino
Amanecer del Valle,-32.8915343,-71.2719592,neighbourhood,,node,6514602436,amanecer del valle
Amargos,-39.87069,-73.4255764,hamlet,,node,5281244751,amargos
Amasaca,-18.8352213,-69.7685266,hamlet,9.0,node,5755212337,amasaca
Amereida,-32.8905441,-71.5058479,hamlet,41.0,node,5935299438,amereida
América,-38.9777352,-72.6430312,neighbourhood,,node,8419364281,america
Améstica,-33.5001069,-71.2400079,hamlet,118.0,node,5735506061,amestica
Amincha,-21.2005302,-68.3402866,hamlet,,node,214196237,amincha
Amolana,-27.9595911,-70.0034031,hamlet,272.0,node,214186168,amolana
Amopilmo,-40.5091104,-73.3810982,hamlet,47.0,node,11149179834,amopilmo
Amortajado,-41.6412594,-73.6652384,hamlet,166.0,node,4542166236,amortajado
Ampero,-40.510968,-73.4128048,hamlet,93.0,node,11149174658,ampero
Ampliación Carabineros,-38.9767164,-72.6376896,neighbourhood,,node,8418930203,ampliacion carabineros
Ampliación Diego Portales,-39.2972127,-72.224054,neighbourhood,,node,8980230777,ampliacion diego portales
Ampliación Olivarera,-18.4817155,-70.2907903,neighbourhood,,node,1813245788,ampliacion olivarera
Ampliación Purén,-36.6140311,-72.0893962,neighbourhood,,node,5216271298,ampliacion puren
Ampliación Villa Dulce,-33.025263,-71.507317,neighbourhood,,node,6346463656,ampliacion villa dulce
Ampliación Villa La Colonia,-41.3927075,-72.903886,neighbourhood,,node,7606440928,ampliacion villa la colonia
Ampurdán,-34.9384812,-71.1626637,hamlet,110.0,node,5893348595,ampurdan
Ana Luisa,-34.6403689,-71.2831298,hamlet,231.0,node,5925672304,ana luisa
Ana o Rohi,-27.1492177,-109.4190471,neighbourhood,,node,5949684533,ana o rohi
Ana Tamakia,-27.1919109,-109.4316924,locality,,node,5949419773,ana tamakia
Ana Te Pahu,-27.1115399,-109.4041003,locality,,node,2307745811,ana te pahu
Ana Vi Hetu'u,-27.1416737,-109.4272466,locality,,node,4915683665,ana vi hetu'u
Anadela,-38.167153,-72.90537,neighbourhood,,node,7597412019,anadela
Anasac,-33.4817824,-71.0740435,hamlet,26.0,node,5735506047,anasac
Ancahual,-39.340276,-72.5279889,hamlet,80.0,node,214193821,ancahual
Ancapiñancucheo,-38.0638279,-72.427053,hamlet,190.0,node,6083823049,ancapinancucheo
Ancapulli,-39.2545382,-72.5008178,hamlet,35.0,node,7571949985,ancapulli
Ancayuconi,-18.5490661,-69.1545522,locality,,node,214204456,ancayuconi
Anchicha,-19.4780532,-68.4973699,locality,,node,214220001,anchicha
Ancolacane,-17.8542183,-69.6060905,hamlet,18.0,node,214202011,ancolacane
Ancopujo,-17.8706562,-69.3250712,hamlet,,node,2626246998,ancopujo
Ancovinto,-19.4037227,-68.5890193,hamlet,25.0,node,214184733,ancovinto
Ancuaque,-19.5247826,-68.7218226,hamlet,49.0,node,214231079,ancuaque
Ancud,-41.8682162,-73.8287225,town,28162.0,node,181299499,ancud
Ancué,-39.0459861,-72.7703683,hamlet,137.0,node,214186502,ancue
Ancuta,-18.4501735,-69.2012553,hamlet,,node,214199096,ancuta
Ancuyo,-19.2398252,-68.8670018,hamlet,13.0,node,214198720,ancuyo
Andacollito,-30.0252676,-70.6238657,village,483.0,node,2974551195,andacollito
Andacollo,-30.2322048,-71.0847556,town,9989.0,node,2974470154,andacollo
Andalué,-36.8570403,-73.0953711,neighbourhood,,node,1362234932,andalue
Andino,-53.1609411,-70.9655643,hamlet,,node,9251511929,andino
Andorra,-33.0781661,-71.5834111,neighbourhood,,node,4396964030,andorra
Andrés Bello,-33.0950676,-70.9196642,hamlet,30.0,node,3684681600,andres bello
Angachilla,-39.8671413,-73.2347065,hamlet,115.0,node,214228877,angachilla
Angamos,-33.0103396,-71.4968106,neighbourhood,,node,6346468438,angamos
Angelmó,-41.4855523,-72.9632455,suburb,,node,270111451,angelmo
Angol,-37.798787,-72.7086097,city,48608.0,node,214195857,angol
Angostura,-34.5430039,-70.9647654,village,1768.0,node,3498125314,angostura
Angostura Country Club,-33.9465996,-70.7089412,hamlet,57.0,node,5729930012,angostura country club
Angostura de Centinela,-30.9987359,-71.2120056,hamlet,17.0,node,12865607452,angostura de centinela
Angostura de Gálvez,-31.4514787,-71.5707136,hamlet,49.0,node,8616863910,angostura de galvez
Angostura de Paine,-33.8927153,-70.7360916,hamlet,85.0,node,6377400367,angostura de paine
Angostura Kirke,-52.0584312,-73.0102873,locality,,node,6896647957,angostura kirke
Anguay,-42.0533731,-73.929577,hamlet,,node,2166007989,anguay
Anhuaraque,-39.6613801,-72.3814108,hamlet,61.0,node,6078278027,anhuaraque
Aníbal Pinto,-33.6711863,-70.9854555,hamlet,38.0,node,6150364641,anibal pinto
Añihué,-42.3302912,-73.2501098,hamlet,50.0,node,1506923399,anihue
Anilehue,-37.8485783,-72.6389194,hamlet,18.0,node,5727110041,anilehue
Animales,-47.833333,-73.466667,locality,,node,214194821,animales
Anique,-37.7988826,-73.3751965,hamlet,80.0,node,5751023951,anique
Anita,-23.060543,-69.4986253,locality,,node,2991836930,anita
Ankel,-52.9066264,-71.0214373,hamlet,,node,1765874078,ankel
Antaro,-38.4827373,-72.0729947,hamlet,30.0,node,12189540614,antaro
Anticura,-40.6680244,-72.1720717,hamlet,16.0,node,3400606705,anticura
Antigua Florida,-33.5361543,-70.5826736,neighbourhood,,node,5719312119,antigua florida
Antigual,-40.1676032,-73.1536212,hamlet,42.0,node,12637836686,antigual
Antihuala,-37.6675362,-73.3904229,village,3461.0,node,214187370,antihuala
Antilhue,-39.8059891,-72.9579688,village,929.0,node,214196750,antilhue
Antillanca,-40.7758584,-72.2041048,hamlet,59.0,node,214220972,antillanca
Antinao,-38.0115538,-72.4622825,hamlet,144.0,node,5438715549,antinao
Antiquereo,-36.4472813,-72.506032,hamlet,147.0,node,9691166515,antiquereo
Antiquina,-38.0709333,-73.3939076,hamlet,197.0,node,6395457157,antiquina
Antivero del Medio,-34.5822296,-70.9569813,hamlet,223.0,node,5138942581,antivero del medio
Antivero Norte,-34.5713728,-70.9483124,hamlet,34.0,node,5731699149,antivero norte
Antivero Sur,-34.5895873,-70.9610368,hamlet,77.0,node,5731699145,antivero sur
Antofagasta,-23.6463741,-70.3980033,city,348517.0,node,214220794,antofagasta
Antonio Ceresuela,-34.9646074,-71.2459248,neighbourhood,,node,13131648554,antonio ceresuela
Antuco,-37.3299761,-71.6791766,town,2038.0,node,3930494216,antuco
Antuhue,-33.2762756,-70.6842085,hamlet,89.0,node,6108084757,antuhue
Antumapu,-39.5182321,-72.8116912,hamlet,24.0,node,6001873951,antumapu
Antupahuil,-36.7682098,-72.4439389,hamlet,8.0,node,5924795742,antupahuil
Antupirén Alto,-33.4818558,-70.5321848,neighbourhood,,node,1868056602,antupiren alto
Apahuén,-42.6822775,-73.5330601,hamlet,154.0,node,1512368721,apahuen
Apalta,-34.3392193,-70.868125,neighbourhood,,node,5138961303,apalta
Apamilca,-19.3092001,-69.3922577,hamlet,64.0,node,214196086,apamilca
Apancura,-37.7675937,-73.4762621,hamlet,28.0,node,6395459402,apancura
Apao,-42.6086007,-73.2683695,hamlet,52.0,node,6009211213,apao
Aparejito,-30.133333,-70.566667,locality,,node,214227803,aparejito
Aparición Oriente,-33.7825693,-70.6382745,village,423.0,node,5695959539,aparicion oriente
Aparición Sur,-33.7918072,-70.6437033,hamlet,281.0,node,5695959540,aparicion sur
Apeche Alto,-42.8160708,-73.6453486,hamlet,95.0,node,6463514752,apeche alto
Apeche Bajo,-42.8272831,-73.619337,hamlet,67.0,node,214221340,apeche bajo
Apeche Coirón,-42.7929916,-73.6079264,hamlet,78.0,node,6463514749,apeche coiron
Apiao Norte,-42.5910544,-73.2116061,hamlet,118.0,node,214223723,apiao norte
Apina-Nui,-27.1563861,-109.4415014,neighbourhood,,node,4797397724,apina-nui
Aposento Alto,-36.6075443,-72.9429236,neighbourhood,,node,8495136430,aposento alto
Apumanque,-38.7641196,-72.7366457,hamlet,30.0,node,6101466121,apumanque
Aquelarre,-34.8506982,-72.037888,hamlet,228.0,node,2339533287,aquelarre
Ara Horeŋa,-27.1925694,-109.4343746,locality,,node,5949419772,ara horeŋa
Ara Piki Iti,-27.1476675,-109.416841,neighbourhood,,node,5949684548,ara piki iti
Ara Piki Nui,-27.1494265,-109.4158781,neighbourhood,,node,5949684553,ara piki nui
Araucana,-23.0835816,-69.4490628,locality,,node,2991836931,araucana
Araucanía,-34.9817401,-71.2596429,neighbourhood,,node,1175277702,araucania
Araucaria,-39.295575,-72.2187889,neighbourhood,,node,8983695114,araucaria
Arauco,-37.246248,-73.3176399,town,17597.0,node,2809403613,arauco
Aravilla,-19.220178,-68.8652584,hamlet,8.0,node,2151595371,aravilla
Araya,-33.0514953,-71.4301669,neighbourhood,,node,3256621170,araya
Arbolada de Koke,-34.1651634,-70.7538151,neighbourhood,,node,1837154920,arbolada de koke
Arboleda,-31.7376753,-70.9609938,hamlet,149.0,node,12479963335,arboleda
Arboleda de Huique,-34.5154637,-71.3292611,hamlet,163.0,node,5927971957,arboleda de huique
Arboleda del Portal,-38.7493194,-72.6425216,neighbourhood,,node,12111886693,arboleda del portal
Arboleda Grande,-31.7385769,-70.9531379,hamlet,113.0,node,214194320,arboleda grande
Arboleda Lantaño,-36.5894092,-72.1115393,neighbourhood,,node,11010943573,arboleda lantano
Arboleda Los Quiques,-38.4692439,-72.4896651,hamlet,24.0,node,6084015769,arboleda los quiques
Arboledas,-34.3986771,-71.1813372,hamlet,95.0,node,12140970982,arboledas
Arbolillo,-35.583679,-72.1670652,hamlet,17.0,node,6020963553,arbolillo
Arboretum,-33.4755195,-70.5219408,neighbourhood,,node,5719313425,arboretum
Arces de Olmopulli,-41.5830855,-73.4047449,hamlet,85.0,node,11836372173,arces de olmopulli
Archipiélago de Chiloé,-53.1823995,-70.9467869,neighbourhood,,node,1475277698,archipielago de chiloe
Arco Iris,-37.6271143,-72.4075628,hamlet,21.0,node,6367019573,arco iris
Arcoiris,-40.1288085,-72.73992,hamlet,278.0,node,2889616513,arcoiris
Are-Mea-Mea,-27.167276,-109.396642,neighbourhood,,node,4797397723,are-mea-mea
Areacena Ramos,-31.6306653,-71.1739504,neighbourhood,,node,7454874036,areacena ramos
Arenal,-40.2655502,-72.2393024,hamlet,126.0,node,6004246538,arenal
Arenas Muertas,-37.2335915,-72.5789237,hamlet,23.0,node,6463436063,arenas muertas
Arenilla,-29.25,-71.1,locality,,node,214222787,arenilla
Argentina,-33.0473517,-71.4731364,neighbourhood,,node,3256621171,argentina
Arica,-18.4785288,-70.3211394,city,202131.0,node,3444930202,arica
Arilahuén,-37.609489,-71.9411803,hamlet,66.0,node,5866527382,arilahuen
Arinco,-37.4302366,-72.8086173,hamlet,94.0,node,5458453973,arinco
Arique,-39.8127557,-73.0393195,hamlet,126.0,node,5915181374,arique
Ariquilda,-19.6199533,-69.5013997,hamlet,,node,214188547,ariquilda
